净值日期,净值日期,单位净值,日增长率
2011-08-17,2011-08-17,1.0,0.0
2011-08-19,2011-08-19,1.0,0.0
2011-08-26,2011-08-26,1.0,0.0
2011-09-02,2011-09-02,1.001,0.1
2011-09-07,2011-09-07,1.0,-0.0999
2011-09-08,2011-09-08,1.0,0.0
2011-09-09,2011-09-09,1.002,0.2
2011-09-13,2011-09-13,1.002,0.0
2011-09-14,2011-09-14,1.002,0.0
2011-09-15,2011-09-15,1.003,0.0998
2011-09-16,2011-09-16,1.003,0.0
2011-09-19,2011-09-19,1.0,-0.2991
2011-09-20,2011-09-20,1.0,0.0
2011-09-21,2011-09-21,1.004,0.4
2011-09-22,2011-09-22,0.999,-0.498
2011-09-23,2011-09-23,0.998,-0.1001
2011-09-26,2011-09-26,0.993,-0.501
2011-09-27,2011-09-27,0.992,-0.1007
2011-09-28,2011-09-28,0.988,-0.4032
2011-09-29,2011-09-29,0.983,-0.5061
2011-09-30,2011-09-30,0.982,-0.1017
2011-10-10,2011-10-10,0.981,-0.1018
2011-10-11,2011-10-11,0.98,-0.1019
2011-10-12,2011-10-12,0.991,1.1224
2011-10-13,2011-10-13,0.998,0.7064
2011-10-14,2011-10-14,0.997,-0.1002
2011-10-17,2011-10-17,0.999,0.2006
2011-10-18,2011-10-18,0.992,-0.7007
2011-10-19,2011-10-19,0.988,-0.4032
2011-10-20,2011-10-20,0.979,-0.9109
2011-10-21,2011-10-21,0.973,-0.6129
2011-10-24,2011-10-24,0.983,1.0277
2011-10-25,2011-10-25,0.996,1.3225
2011-10-26,2011-10-26,1.003,0.7028
2011-10-27,2011-10-27,0.999,-0.3988
2011-10-28,2011-10-28,1.012,1.3013
2011-10-31,2011-10-31,1.019,0.6917
2011-11-01,2011-11-01,1.018,-0.0981
2011-11-02,2011-11-02,1.032,1.3752
2011-11-03,2011-11-03,1.033,0.0969
2011-11-04,2011-11-04,1.033,0.0
2011-11-07,2011-11-07,1.028,-0.484
2011-11-08,2011-11-08,1.024,-0.3891
2011-11-09,2011-11-09,1.033,0.8789
2011-11-10,2011-11-10,1.033,0.0
2011-11-11,2011-11-11,1.031,-0.1936
2011-11-14,2011-11-14,1.042,1.0669
2011-11-15,2011-11-15,1.041,-0.096
2011-11-16,2011-11-16,1.026,-1.4409
2011-11-17,2011-11-17,1.026,0.0
2011-11-18,2011-11-18,1.015,-1.0721
2011-11-21,2011-11-21,1.013,-0.197
2011-11-22,2011-11-22,1.017,0.3949
2011-11-23,2011-11-23,1.015,-0.1967
2011-11-24,2011-11-24,1.022,0.6897
2011-11-25,2011-11-25,1.02,-0.1957
2011-11-28,2011-11-28,1.029,0.8824
2011-11-29,2011-11-29,1.03,0.0972
2011-11-30,2011-11-30,1.016,-1.3592
2011-12-01,2011-12-01,1.027,1.0827
