净值日期,净值日期,单位净值,日增长率
2011-09-27,2011-09-27,1.0,0.0
2011-09-29,2011-09-29,1.0,0.0
2011-10-13,2011-10-13,1.001,0.1
2011-10-20,2011-10-20,1.001,0.0
2011-10-27,2011-10-27,1.002,0.0999
2011-11-03,2011-11-03,1.002,0.0
2011-11-08,2011-11-08,1.002,0.0
2011-11-09,2011-11-09,1.002,0.0
2011-11-10,2011-11-10,1.003,0.0998
2011-11-11,2011-11-11,1.003,0.0
2011-11-14,2011-11-14,1.003,0.0
2011-11-15,2011-11-15,1.003,0.0
2011-11-16,2011-11-16,1.003,0.0
2011-11-17,2011-11-17,1.003,0.0
2011-11-18,2011-11-18,1.003,0.0
2011-11-21,2011-11-21,1.003,0.0
2011-11-22,2011-11-22,1.003,0.0
2011-11-23,2011-11-23,1.003,0.0
2011-11-25,2011-11-25,1.003,0.0
2011-11-28,2011-11-28,1.004,0.0997
2011-11-29,2011-11-29,1.004,0.0
2011-11-30,2011-11-30,1.004,0.0
2011-12-01,2011-12-01,1.003,-0.0996
2011-12-02,2011-12-02,1.004,0.0997
2011-12-05,2011-12-05,1.004,0.0
2011-12-06,2011-12-06,1.004,0.0
2011-12-07,2011-12-07,1.004,0.0
2011-12-08,2011-12-08,1.003,-0.0996
2011-12-09,2011-12-09,1.003,0.0
2011-12-12,2011-12-12,1.003,0.0
2011-12-13,2011-12-13,1.004,0.0997
2011-12-14,2011-12-14,1.003,-0.0996
2011-12-15,2011-12-15,1.003,0.0
2011-12-16,2011-12-16,1.003,0.0
2011-12-19,2011-12-19,1.003,0.0
2011-12-20,2011-12-20,1.004,0.0997
2011-12-21,2011-12-21,1.004,0.0
2011-12-22,2011-12-22,1.004,0.0
2011-12-23,2011-12-23,1.004,0.0
2011-12-27,2011-12-27,1.004,0.0
2011-12-28,2011-12-28,1.004,0.0
2011-12-29,2011-12-29,1.004,0.0
2011-12-30,2011-12-30,1.004,0.0
2011-12-31,2011-12-31,1.004,0.0
2012-01-04,2012-01-04,1.005,0.0996
2012-01-05,2012-01-05,1.005,0.0
2012-01-06,2012-01-06,1.005,0.0
2012-01-09,2012-01-09,1.005,0.0
2012-01-10,2012-01-10,1.005,0.0
2012-01-11,2012-01-11,1.005,0.0
2012-01-12,2012-01-12,1.004,-0.0995
2012-01-13,2012-01-13,1.004,0.0
2012-01-17,2012-01-17,1.005,0.0996
2012-01-18,2012-01-18,1.006,0.0995
2012-01-19,2012-01-19,1.006,0.0
2012-01-20,2012-01-20,1.005,-0.0994
2012-01-30,2012-01-30,1.006,0.0995
2012-01-31,2012-01-31,1.005,-0.0994
2012-02-01,2012-02-01,1.006,0.0995
2012-02-02,2012-02-02,1.006,0.0
2012-02-03,2012-02-03,1.01,0.3976
2012-02-06,2012-02-06,1.011,0.099
2012-02-07,2012-02-07,1.013,0.1978
2012-02-08,2012-02-08,1.013,0.0
2012-02-09,2012-02-09,1.014,0.0987
2012-02-10,2012-02-10,1.011,-0.2959
2012-02-13,2012-02-13,1.015,0.3956
2012-02-14,2012-02-14,1.015,0.0
2012-02-15,2012-02-15,1.017,0.197
2012-02-16,2012-02-16,1.022,0.4916
2012-02-17,2012-02-17,1.023,0.0978
2012-02-21,2012-02-21,1.029,0.5865
2012-02-22,2012-02-22,1.031,0.1944
2012-02-23,2012-02-23,1.037,0.582
2012-02-24,2012-02-24,1.04,0.2893
2012-02-27,2012-02-27,1.035,-0.4808
2012-02-28,2012-02-28,1.029,-0.5797
2012-02-29,2012-02-29,1.024,-0.4859
2012-03-01,2012-03-01,1.035,1.0742
2012-03-02,2012-03-02,1.024,-1.0628
2012-03-05,2012-03-05,1.021,-0.293
2012-03-06,2012-03-06,1.01,-1.0774
2012-03-07,2012-03-07,1.016,0.5941
2012-03-08,2012-03-08,1.025,0.8858
2012-03-09,2012-03-09,1.024,-0.0976
2012-03-12,2012-03-12,1.019,-0.4883
2012-03-13,2012-03-13,1.028,0.8832
2012-03-14,2012-03-14,1.021,-0.6809
2012-03-15,2012-03-15,1.022,0.0979
2012-03-16,2012-03-16,1.031,0.8806
2012-03-19,2012-03-19,1.031,0.0
2012-03-20,2012-03-20,1.021,-0.9699
2012-03-21,2012-03-21,1.016,-0.4897
2012-03-22,2012-03-22,0.999,-1.6732
2012-03-23,2012-03-23,1.005,0.6006
2012-03-26,2012-03-26,1.008,0.2985
2012-03-27,2012-03-27,1.001,-0.6944
2012-03-28,2012-03-28,0.993,-0.7992
2012-03-29,2012-03-29,0.989,-0.4028
2012-03-30,2012-03-30,0.992,0.3033
2012-03-31,2012-03-31,0.992,0.0
2012-04-05,2012-04-05,0.982,-1.0081
2012-04-09,2012-04-09,0.974,-0.8147
2012-04-10,2012-04-10,0.959,-1.54
2012-04-11,2012-04-11,0.958,-0.1043
2012-04-12,2012-04-12,0.973,1.5658
2012-04-13,2012-04-13,0.961,-1.2333
2012-04-16,2012-04-16,0.955,-0.6243
2012-04-17,2012-04-17,0.966,1.1518
2012-04-18,2012-04-18,0.961,-0.5176
2012-04-19,2012-04-19,0.963,0.2081
2012-04-20,2012-04-20,0.963,0.0
2012-04-23,2012-04-23,0.958,-0.5192
2012-04-24,2012-04-24,0.964,0.6263
2012-04-25,2012-04-25,0.973,0.9336
2012-04-26,2012-04-26,0.979,0.6166
2012-04-27,2012-04-27,0.98,0.1021
2012-05-02,2012-05-02,0.976,-0.4082
2012-05-03,2012-05-03,0.962,-1.4344
2012-05-04,2012-05-04,0.942,-2.079
2012-05-07,2012-05-07,0.943,0.1062
2012-05-08,2012-05-08,0.939,-0.4242
2012-05-09,2012-05-09,0.937,-0.213
2012-05-10,2012-05-10,0.94,0.3202
2012-05-11,2012-05-11,0.934,-0.6383
2012-05-14,2012-05-14,0.922,-1.2848
2012-05-15,2012-05-15,0.913,-0.9761
2012-05-16,2012-05-16,0.91,-0.3286
2012-05-17,2012-05-17,0.905,-0.5495
2012-05-18,2012-05-18,0.9,-0.5525
2012-05-21,2012-05-21,0.915,1.6667
2012-05-22,2012-05-22,0.909,-0.6557
2012-05-23,2012-05-23,0.91,0.11
2012-05-24,2012-05-24,0.908,-0.2198
2012-05-25,2012-05-25,0.907,-0.1101
2012-05-28,2012-05-28,0.907,0.0
2012-05-29,2012-05-29,0.916,0.9923
2012-05-30,2012-05-30,0.893,-2.5109
2012-05-31,2012-05-31,0.886,-0.7839
2012-06-01,2012-06-01,0.867,-2.1445
2012-06-04,2012-06-04,0.866,-0.1153
2012-06-05,2012-06-05,0.871,0.5774
2012-06-06,2012-06-06,0.889,2.0666
2012-06-07,2012-06-07,0.885,-0.4499
2012-06-08,2012-06-08,0.885,0.0
2012-06-11,2012-06-11,0.872,-1.4689
2012-06-12,2012-06-12,0.883,1.2615
2012-06-13,2012-06-13,0.873,-1.1325
2012-06-14,2012-06-14,0.885,1.3746
2012-06-15,2012-06-15,0.894,1.0169
2012-06-18,2012-06-18,0.885,-1.0067
2012-06-19,2012-06-19,0.895,1.1299
2012-06-20,2012-06-20,0.889,-0.6704
2012-06-21,2012-06-21,0.862,-3.0371
2012-06-25,2012-06-25,0.86,-0.232
2012-06-26,2012-06-26,0.867,0.814
2012-06-27,2012-06-27,0.882,1.7301
2012-06-28,2012-06-28,0.885,0.3401
2012-06-29,2012-06-29,0.912,3.0508
2012-06-30,2012-06-30,0.912,0.0
2012-07-02,2012-07-02,0.91,-0.2193
2012-07-03,2012-07-03,0.932,2.4176
2012-07-05,2012-07-05,0.922,-1.073
2012-07-06,2012-07-06,0.911,-1.1931
2012-07-09,2012-07-09,0.912,0.1098
