净值日期,净值日期,单位净值,日增长率
2012-08-21,2012-08-21,1.0,0.0
2012-08-24,2012-08-24,1.0,0.0
2012-08-31,2012-08-31,1.0,0.0
2012-09-07,2012-09-07,1.0,0.0
2012-09-14,2012-09-14,1.0,0.0
2012-09-19,2012-09-19,1.0,0.0
2012-09-20,2012-09-20,1.0,0.0
2012-09-21,2012-09-21,1.001,0.1
2012-09-24,2012-09-24,1.002,0.0999
2012-09-25,2012-09-25,1.002,0.0
2012-09-26,2012-09-26,0.999,-0.2994
2012-09-27,2012-09-27,1.01,1.1011
2012-09-28,2012-09-28,1.016,0.5941
2012-10-08,2012-10-08,1.011,-0.4921
2012-10-09,2012-10-09,1.018,0.6924
2012-10-10,2012-10-10,1.02,0.1965
2012-10-11,2012-10-11,1.017,-0.2941
2012-10-12,2012-10-12,1.017,0.0
2012-10-15,2012-10-15,1.009,-0.7866
2012-10-16,2012-10-16,1.01,0.0991
2012-10-17,2012-10-17,1.011,0.099
2012-10-18,2012-10-18,1.018,0.6924
2012-10-19,2012-10-19,1.016,-0.1965
2012-10-22,2012-10-22,1.017,0.0984
2012-10-23,2012-10-23,1.012,-0.4916
2012-10-24,2012-10-24,1.008,-0.3953
2012-10-25,2012-10-25,1.003,-0.496
2012-10-26,2012-10-26,0.991,-1.1964
2012-10-29,2012-10-29,0.99,-0.1009
2012-10-30,2012-10-30,0.989,-0.101
2012-10-31,2012-10-31,0.99,0.1011
2012-11-01,2012-11-01,1.001,1.1111
2012-11-02,2012-11-02,0.999,-0.1998
2012-11-05,2012-11-05,0.998,-0.1001
2012-11-06,2012-11-06,0.997,-0.1002
2012-11-07,2012-11-07,1.001,0.4012
2012-11-08,2012-11-08,0.985,-1.5984
2012-11-09,2012-11-09,0.984,-0.1015
2012-11-12,2012-11-12,0.986,0.2033
2012-11-13,2012-11-13,0.978,-0.8114
2012-11-14,2012-11-14,0.981,0.3067
2012-11-15,2012-11-15,0.974,-0.7136
2012-11-16,2012-11-16,0.97,-0.4107
2012-11-19,2012-11-19,0.972,0.2062
2012-11-20,2012-11-20,0.97,-0.2058
2012-11-21,2012-11-21,0.975,0.5155
2012-11-22,2012-11-22,0.97,-0.5128
2012-11-23,2012-11-23,0.973,0.3093
2012-11-26,2012-11-26,0.97,-0.3083
2012-11-27,2012-11-27,0.963,-0.7216
2012-11-28,2012-11-28,0.959,-0.4154
2012-11-29,2012-11-29,0.953,-0.6257
2012-11-30,2012-11-30,0.956,0.3148
2012-12-03,2012-12-03,0.945,-1.1506
2012-12-04,2012-12-04,0.949,0.4233
2012-12-05,2012-12-05,0.966,1.7914
2012-12-06,2012-12-06,0.963,-0.3106
2012-12-07,2012-12-07,0.976,1.3499
2012-12-10,2012-12-10,0.982,0.6148
2012-12-11,2012-12-11,0.982,0.0
2012-12-12,2012-12-12,0.984,0.2037
2012-12-13,2012-12-13,0.977,-0.7114
2012-12-14,2012-12-14,0.994,1.74
2012-12-17,2012-12-17,1.001,0.7042
2012-12-18,2012-12-18,1.003,0.1998
2012-12-19,2012-12-19,1.003,0.0
2012-12-20,2012-12-20,1.008,0.4985
2012-12-21,2012-12-21,1.005,-0.2976
2012-12-24,2012-12-24,1.004,-0.0995
2012-12-25,2012-12-25,1.012,0.7968
2012-12-26,2012-12-26,1.016,0.3953
2012-12-27,2012-12-27,1.014,-0.1969
2012-12-28,2012-12-28,1.017,0.2959
2012-12-31,2012-12-31,1.024,0.6883
2013-01-04,2013-01-04,1.024,0.0
2013-01-07,2013-01-07,1.022,-0.1953
2013-01-08,2013-01-08,1.022,0.0
2013-01-09,2013-01-09,1.029,0.6849
2013-01-10,2013-01-10,1.029,0.0
2013-01-11,2013-01-11,1.012,-1.6521
2013-01-14,2013-01-14,1.034,2.1739
2013-01-15,2013-01-15,1.043,0.8704
2013-01-16,2013-01-16,1.048,0.4794
2013-01-17,2013-01-17,1.036,-1.145
2013-01-18,2013-01-18,1.048,1.1583
2013-01-21,2013-01-21,1.049,0.0954
2013-01-22,2013-01-22,1.037,-1.1439
2013-01-23,2013-01-23,1.037,0.0
2013-01-24,2013-01-24,1.022,-1.4465
2013-01-25,2013-01-25,1.023,0.0978
2013-01-28,2013-01-28,1.038,1.4663
2013-01-29,2013-01-29,1.046,0.7707
2013-01-30,2013-01-30,1.05,0.3824
2013-01-31,2013-01-31,1.061,1.0476
2013-02-01,2013-02-01,1.067,0.5655
2013-02-04,2013-02-04,1.081,1.3121
2013-02-05,2013-02-05,1.084,0.2775
2013-02-06,2013-02-06,1.084,0.0
2013-02-07,2013-02-07,1.086,0.1845
2013-02-08,2013-02-08,1.096,0.9208
2013-02-18,2013-02-18,1.078,-1.6423
2013-02-19,2013-02-19,1.058,-1.8553
2013-02-20,2013-02-20,1.067,0.8507
2013-02-21,2013-02-21,1.034,-3.0928
2013-02-22,2013-02-22,1.034,0.0
2013-02-25,2013-02-25,1.036,0.1934
2013-02-26,2013-02-26,1.021,-1.4479
2013-02-27,2013-02-27,1.028,0.6856
2013-02-28,2013-02-28,1.046,1.751
2013-03-01,2013-03-01,1.042,-0.3824
2013-03-04,2013-03-04,1.004,-3.6468
2013-03-05,2013-03-05,1.013,0.8964
2013-03-06,2013-03-06,1.02,0.691
2013-03-07,2013-03-07,1.025,0.4902
2013-03-08,2013-03-08,1.02,-0.4878
2013-03-11,2013-03-11,1.011,-0.8824
2013-03-12,2013-03-12,1.0,-1.088
2013-03-13,2013-03-13,1.004,0.4
2013-03-14,2013-03-14,1.002,-0.1992
2013-03-15,2013-03-15,1.001,-0.0998
2013-03-18,2013-03-18,0.981,-1.998
2013-03-19,2013-03-19,0.987,0.6116
2013-03-20,2013-03-20,1.009,2.229
2013-03-21,2013-03-21,1.012,0.2973
2013-03-22,2013-03-22,1.014,0.1976
2013-03-25,2013-03-25,1.016,0.1972
2013-03-26,2013-03-26,1.001,-1.4764
2013-03-27,2013-03-27,0.999,-0.1998
2013-03-28,2013-03-28,0.983,-1.6016
2013-03-29,2013-03-29,0.978,-0.5086
2013-04-01,2013-04-01,0.973,-0.5112
2013-04-02,2013-04-02,0.97,-0.3083
2013-04-03,2013-04-03,0.97,0.0
2013-04-08,2013-04-08,0.964,-0.6186
2013-04-09,2013-04-09,0.975,1.1411
2013-04-10,2013-04-10,0.983,0.8205
2013-04-11,2013-04-11,0.972,-1.119
2013-04-12,2013-04-12,0.964,-0.823
2013-04-15,2013-04-15,0.938,-2.6971
2013-04-16,2013-04-16,0.937,-0.1066
2013-04-17,2013-04-17,0.937,0.0
2013-04-18,2013-04-18,0.935,-0.2134
2013-04-19,2013-04-19,0.957,2.3529
2013-04-22,2013-04-22,0.956,-0.1045
2013-04-23,2013-04-23,0.93,-2.7197
2013-04-24,2013-04-24,0.942,1.2903
2013-04-25,2013-04-25,0.938,-0.4246
2013-04-26,2013-04-26,0.927,-1.1727
2013-05-02,2013-05-02,0.906,-2.2654
2013-05-03,2013-05-03,0.915,0.9934
2013-05-06,2013-05-06,0.936,2.2951
2013-05-07,2013-05-07,0.945,0.9615
2013-05-08,2013-05-08,0.943,-0.2116
2013-05-09,2013-05-09,0.93,-1.3786
2013-05-10,2013-05-10,0.936,0.6452
2013-05-13,2013-05-13,0.931,-0.5342
2013-05-14,2013-05-14,0.919,-1.2889
2013-05-15,2013-05-15,0.917,-0.2176
2013-05-16,2013-05-16,0.928,1.1996
2013-05-17,2013-05-17,0.955,2.9095
2013-05-20,2013-05-20,0.958,0.3141
2013-05-21,2013-05-21,0.961,0.3132
2013-05-22,2013-05-22,0.962,0.1041
2013-05-23,2013-05-23,0.944,-1.8711
2013-05-24,2013-05-24,0.948,0.4237
2013-05-27,2013-05-27,0.943,-0.5274
2013-05-28,2013-05-28,0.96,1.8028
2013-05-29,2013-05-29,0.954,-0.625
2013-05-30,2013-05-30,0.952,-0.2096
2013-05-31,2013-05-31,0.947,-0.5252
2013-06-03,2013-06-03,0.949,0.2112
2013-06-04,2013-06-04,0.935,-1.4752
2013-06-05,2013-06-05,0.934,-0.107
2013-06-06,2013-06-06,0.927,-0.7495
2013-06-07,2013-06-07,0.91,-1.8339
2013-06-13,2013-06-13,0.876,-3.7363
2013-06-14,2013-06-14,0.874,-0.2283
2013-06-17,2013-06-17,0.866,-0.9153
2013-06-18,2013-06-18,0.864,-0.2309
2013-06-19,2013-06-19,0.859,-0.5787
2013-06-20,2013-06-20,0.83,-3.376
2013-06-21,2013-06-21,0.824,-0.7229
2013-06-24,2013-06-24,0.771,-6.432
2013-06-25,2013-06-25,0.76,-1.4267
2013-06-26,2013-06-26,0.754,-0.7895
2013-06-27,2013-06-27,0.743,-1.4589
2013-06-28,2013-06-28,0.75,0.9421
2013-06-30,2013-06-30,0.75,0.0
2013-07-01,2013-07-01,0.758,1.0667
2013-07-02,2013-07-02,0.754,-0.5277
2013-07-03,2013-07-03,0.748,-0.7958
2013-07-04,2013-07-04,0.769,2.8075
2013-07-05,2013-07-05,0.769,0.0
2013-07-08,2013-07-08,0.738,-4.0312
2013-07-09,2013-07-09,0.744,0.813
2013-07-10,2013-07-10,0.777,4.4355
2013-07-11,2013-07-11,0.807,3.861
2013-07-12,2013-07-12,0.786,-2.6022
2013-07-15,2013-07-15,0.79,0.5089
2013-07-16,2013-07-16,0.789,-0.1266
2013-07-17,2013-07-17,0.784,-0.6337
2013-07-18,2013-07-18,0.768,-2.0408
2013-07-19,2013-07-19,0.75,-2.3438
2013-07-22,2013-07-22,0.755,0.6667
2013-07-23,2013-07-23,0.776,2.7815
2013-07-24,2013-07-24,0.766,-1.2887
2013-07-25,2013-07-25,0.764,-0.2611
2013-07-26,2013-07-26,0.759,-0.6545
2013-07-29,2013-07-29,0.749,-1.3175
2013-07-30,2013-07-30,0.757,1.0681
2013-07-31,2013-07-31,0.757,0.0
2013-08-01,2013-08-01,0.774,2.2457
2013-08-02,2013-08-02,0.779,0.646
2013-08-05,2013-08-05,0.791,1.5404
2013-08-06,2013-08-06,0.795,0.5057
2013-08-07,2013-08-07,0.798,0.3774
2013-08-08,2013-08-08,0.798,0.0
2013-08-09,2013-08-09,0.817,2.381
2013-08-12,2013-08-12,0.862,5.508
2013-08-13,2013-08-13,0.859,-0.348
2013-08-14,2013-08-14,0.853,-0.6985
2013-08-15,2013-08-15,0.845,-0.9379
2013-08-16,2013-08-16,0.836,-1.0651
2013-08-19,2013-08-19,0.846,1.1962
2013-08-20,2013-08-20,0.832,-1.6548
2013-08-21,2013-08-21,0.838,0.7212
2013-08-22,2013-08-22,0.831,-0.8353
2013-08-23,2013-08-23,0.825,-0.722
2013-08-26,2013-08-26,0.842,2.0606
2013-08-27,2013-08-27,0.846,0.4751
2013-08-28,2013-08-28,0.86,1.6548
2013-08-29,2013-08-29,0.845,-1.7442
2013-08-30,2013-08-30,0.829,-1.8935
2013-09-02,2013-09-02,0.838,1.0856
2013-09-03,2013-09-03,0.845,0.8353
2013-09-04,2013-09-04,0.847,0.2367
2013-09-05,2013-09-05,0.836,-1.2987
2013-09-06,2013-09-06,0.838,0.2392
2013-09-09,2013-09-09,0.852,1.6706
2013-09-10,2013-09-10,0.865,1.5258
2013-09-11,2013-09-11,0.876,1.2717
2013-09-12,2013-09-12,0.87,-0.6849
2013-09-13,2013-09-13,0.861,-1.0345
2013-09-16,2013-09-16,0.858,-0.3484
2013-09-17,2013-09-17,0.84,-2.0979
2013-09-18,2013-09-18,0.84,0.0
2013-09-23,2013-09-23,0.849,1.0714
2013-09-24,2013-09-24,0.837,-1.4134
2013-09-25,2013-09-25,0.832,-0.5974
2013-09-26,2013-09-26,0.821,-1.3221
2013-09-27,2013-09-27,0.825,0.4872
2013-09-30,2013-09-30,0.827,0.2424
2013-10-08,2013-10-08,0.832,0.6046
2013-10-09,2013-10-09,0.834,0.2404
2013-10-10,2013-10-10,0.825,-1.0791
2013-10-11,2013-10-11,0.832,0.8485
2013-10-14,2013-10-14,0.834,0.2404
2013-10-15,2013-10-15,0.834,0.0
2013-10-16,2013-10-16,0.818,-1.9185
2013-10-17,2013-10-17,0.823,0.6112
2013-10-18,2013-10-18,0.822,-0.1215
2013-10-21,2013-10-21,0.828,0.7299
2013-10-22,2013-10-22,0.829,0.1208
2013-10-23,2013-10-23,0.828,-0.1206
2013-10-24,2013-10-24,0.816,-1.4493
2013-10-25,2013-10-25,0.804,-1.4706
2013-10-28,2013-10-28,0.794,-1.2438
2013-10-29,2013-10-29,0.789,-0.6297
2013-10-30,2013-10-30,0.799,1.2674
2013-10-31,2013-10-31,0.795,-0.5006
2013-11-01,2013-11-01,0.801,0.7547
2013-11-04,2013-11-04,0.799,-0.2497
2013-11-05,2013-11-05,0.803,0.5006
2013-11-06,2013-11-06,0.803,0.0
2013-11-07,2013-11-07,0.803,0.0
2013-11-08,2013-11-08,0.792,-1.3699
2013-11-11,2013-11-11,0.788,-0.5051
2013-11-12,2013-11-12,0.794,0.7614
2013-11-13,2013-11-13,0.783,-1.3854
2013-11-14,2013-11-14,0.787,0.5109
2013-11-15,2013-11-15,0.798,1.3977
2013-11-18,2013-11-18,0.812,1.7544
2013-11-19,2013-11-19,0.811,-0.1232
2013-11-20,2013-11-20,0.813,0.2466
