净值日期,净值日期,单位净值,日增长率
2012-02-22,2012-02-22,1.0,0.0
2012-02-24,2012-02-24,1.0,0.0
2012-03-02,2012-03-02,1.001,0.1
2012-03-09,2012-03-09,1.002,0.0999
2012-03-16,2012-03-16,1.003,0.0998
2012-03-23,2012-03-23,1.004,0.0997
2012-03-30,2012-03-30,1.006,0.1992
2012-04-06,2012-04-06,1.006,0.0
2012-04-13,2012-04-13,1.008,0.1988
2012-04-20,2012-04-20,1.009,0.0992
2012-04-27,2012-04-27,1.013,0.3964
2012-05-04,2012-05-04,1.013,0.0
2012-05-07,2012-05-07,1.013,0.0
2012-05-08,2012-05-08,1.014,0.0987
2012-05-09,2012-05-09,1.015,0.0986
2012-05-10,2012-05-10,1.014,-0.0985
2012-05-11,2012-05-11,1.015,0.0986
2012-05-14,2012-05-14,1.015,0.0
2012-05-15,2012-05-15,1.016,0.0985
2012-05-16,2012-05-16,1.017,0.0984
2012-05-17,2012-05-17,1.018,0.0983
2012-05-18,2012-05-18,1.018,0.0
2012-05-21,2012-05-21,1.018,0.0
2012-05-22,2012-05-22,1.019,0.0982
2012-05-23,2012-05-23,1.019,0.0
2012-05-24,2012-05-24,1.02,0.0981
2012-05-25,2012-05-25,1.02,0.0
2012-05-28,2012-05-28,1.021,0.098
2012-05-29,2012-05-29,1.021,0.0
2012-05-30,2012-05-30,1.023,0.1959
2012-05-31,2012-05-31,1.024,0.0978
2012-06-01,2012-06-01,1.024,0.0
2012-06-04,2012-06-04,1.024,0.0
2012-06-05,2012-06-05,1.025,0.0977
2012-06-06,2012-06-06,1.026,0.0976
2012-06-07,2012-06-07,1.026,0.0
2012-06-08,2012-06-08,1.029,0.2924
2012-06-11,2012-06-11,1.03,0.0972
2012-06-12,2012-06-12,1.031,0.0971
2012-06-13,2012-06-13,1.032,0.097
2012-06-14,2012-06-14,1.031,-0.0969
2012-06-15,2012-06-15,1.031,0.0
2012-06-18,2012-06-18,1.031,0.0
2012-06-19,2012-06-19,1.031,0.0
2012-06-20,2012-06-20,1.03,-0.097
2012-06-21,2012-06-21,1.029,-0.0971
2012-06-25,2012-06-25,1.028,-0.0972
2012-06-26,2012-06-26,1.028,0.0
2012-06-27,2012-06-27,1.028,0.0
2012-06-28,2012-06-28,1.028,0.0
2012-06-29,2012-06-29,1.029,0.0973
2012-06-30,2012-06-30,1.029,0.0
2012-07-02,2012-07-02,1.033,0.3887
2012-07-03,2012-07-03,1.034,0.0968
2012-07-04,2012-07-04,1.034,0.0
2012-07-05,2012-07-05,1.033,-0.0967
2012-07-06,2012-07-06,1.035,0.1936
2012-07-09,2012-07-09,1.034,-0.0966
2012-07-10,2012-07-10,1.033,-0.0967
2012-07-11,2012-07-11,1.034,0.0968
2012-07-12,2012-07-12,1.035,0.0967
2012-07-13,2012-07-13,1.034,-0.0966
2012-07-16,2012-07-16,1.03,-0.3868
2012-07-17,2012-07-17,1.03,0.0
2012-07-18,2012-07-18,1.031,0.0971
2012-07-19,2012-07-19,1.031,0.0
2012-07-20,2012-07-20,1.031,0.0
2012-07-23,2012-07-23,1.031,0.0
2012-07-24,2012-07-24,1.031,0.0
2012-07-25,2012-07-25,1.031,0.0
2012-07-26,2012-07-26,1.031,0.0
2012-07-27,2012-07-27,1.031,0.0
2012-07-30,2012-07-30,1.028,-0.291
2012-07-31,2012-07-31,1.026,-0.1946
2012-08-01,2012-08-01,1.027,0.0975
2012-08-02,2012-08-02,1.024,-0.2921
2012-08-03,2012-08-03,1.026,0.1953
2012-08-06,2012-08-06,1.027,0.0975
2012-08-07,2012-08-07,1.026,-0.0974
2012-08-08,2012-08-08,1.025,-0.0975
2012-08-09,2012-08-09,1.026,0.0976
2012-08-10,2012-08-10,1.027,0.0975
2012-08-13,2012-08-13,1.027,0.0
2012-08-14,2012-08-14,1.028,0.0974
2012-08-15,2012-08-15,1.028,0.0
2012-08-16,2012-08-16,1.027,-0.0973
2012-08-17,2012-08-17,1.026,-0.0974
2012-08-20,2012-08-20,1.027,0.0975
2012-08-21,2012-08-21,1.03,0.2921
2012-08-22,2012-08-22,1.029,-0.0971
2012-08-23,2012-08-23,1.03,0.0972
