净值日期,净值日期,单位净值,日增长率
2011-12-28,2011-12-28,1.0,0.0
2011-12-30,2011-12-30,1.0002,0.02
2011-12-31,2011-12-31,1.0003,0.01
2012-01-06,2012-01-06,1.0006,0.03
2012-01-13,2012-01-13,1.0004,-0.02
2012-01-19,2012-01-19,1.001,0.06
2012-02-02,2012-02-02,1.0024,0.1399
2012-02-07,2012-02-07,1.0014,-0.0998
2012-02-08,2012-02-08,1.0029,0.1498
2012-02-09,2012-02-09,1.0046,0.1695
2012-02-10,2012-02-10,1.0057,0.1095
2012-02-13,2012-02-13,1.0056,-0.0099
2012-02-14,2012-02-14,1.0041,-0.1492
2012-02-15,2012-02-15,1.0091,0.498
2012-02-16,2012-02-16,1.0092,0.0099
2012-02-17,2012-02-17,1.0097,0.0495
2012-02-20,2012-02-20,1.0114,0.1684
2012-02-21,2012-02-21,1.0192,0.7712
2012-02-22,2012-02-22,1.0323,1.2853
2012-02-23,2012-02-23,1.0327,0.0387
2012-02-24,2012-02-24,1.0438,1.0749
2012-02-27,2012-02-27,1.045,0.115
2012-02-28,2012-02-28,1.0453,0.0287
2012-02-29,2012-02-29,1.0356,-0.928
2012-03-01,2012-03-01,1.0379,0.2221
2012-03-02,2012-03-02,1.0566,1.8017
2012-03-05,2012-03-05,1.0543,-0.2177
2012-03-06,2012-03-06,1.0475,-0.645
2012-03-07,2012-03-07,1.0482,0.0668
2012-03-08,2012-03-08,1.0604,1.1639
2012-03-09,2012-03-09,1.0722,1.1128
2012-03-12,2012-03-12,1.07,-0.2052
2012-03-13,2012-03-13,1.0742,0.3925
2012-03-14,2012-03-14,1.0476,-2.4763
2012-03-15,2012-03-15,1.0441,-0.3341
2012-03-16,2012-03-16,1.0576,1.293
2012-03-19,2012-03-19,1.0633,0.539
2012-03-20,2012-03-20,1.0459,-1.6364
2012-03-21,2012-03-21,1.0406,-0.5067
2012-03-22,2012-03-22,1.0434,0.2691
2012-03-23,2012-03-23,1.0325,-1.0447
2012-03-26,2012-03-26,1.0361,0.3487
2012-03-27,2012-03-27,1.0328,-0.3185
2012-03-28,2012-03-28,1.0095,-2.256
2012-03-29,2012-03-29,1.0104,0.0892
2012-03-30,2012-03-30,1.0107,0.0297
2012-03-31,2012-03-31,1.0107,0.0
2012-04-05,2012-04-05,1.0379,2.6912
2012-04-06,2012-04-06,1.0428,0.4721
2012-04-09,2012-04-09,1.0407,-0.2014
2012-04-10,2012-04-10,1.0457,0.4804
2012-04-11,2012-04-11,1.0512,0.526
2012-04-12,2012-04-12,1.0656,1.3699
2012-04-13,2012-04-13,1.0661,0.0469
2012-04-16,2012-04-16,1.0665,0.0375
2012-04-17,2012-04-17,1.0519,-1.369
2012-04-18,2012-04-18,1.0693,1.6541
2012-04-19,2012-04-19,1.0646,-0.4395
2012-04-20,2012-04-20,1.0726,0.7515
2012-04-23,2012-04-23,1.0614,-1.0442
2012-04-24,2012-04-24,1.0558,-0.5276
2012-04-25,2012-04-25,1.0578,0.1894
2012-04-26,2012-04-26,1.0573,-0.0473
2012-04-27,2012-04-27,1.0599,0.2459
2012-05-02,2012-05-02,1.0694,0.8963
2012-05-03,2012-05-03,1.0752,0.5424
2012-05-04,2012-05-04,1.0832,0.744
2012-05-07,2012-05-07,1.0908,0.7016
2012-05-08,2012-05-08,1.0863,-0.4125
2012-05-09,2012-05-09,1.0772,-0.8377
2012-05-10,2012-05-10,1.0739,-0.3063
2012-05-11,2012-05-11,1.0665,-0.6891
2012-05-14,2012-05-14,1.0692,0.2532
2012-05-15,2012-05-15,1.0732,0.3741
2012-05-16,2012-05-16,1.0603,-1.202
2012-05-17,2012-05-17,1.0737,1.2638
2012-05-18,2012-05-18,1.0637,-0.9314
2012-05-21,2012-05-21,1.0595,-0.3948
2012-05-22,2012-05-22,1.0719,1.1704
2012-05-23,2012-05-23,1.0741,0.2052
2012-05-24,2012-05-24,1.069,-0.4748
2012-05-25,2012-05-25,1.0579,-1.0384
2012-05-28,2012-05-28,1.0652,0.69
2012-05-29,2012-05-29,1.0753,0.9482
2012-05-30,2012-05-30,1.0776,0.2139
2012-05-31,2012-05-31,1.0806,0.2784
2012-06-01,2012-06-01,1.08,-0.0555
2012-06-04,2012-06-04,1.0598,-1.8704
2012-06-05,2012-06-05,1.056,-0.3586
2012-06-06,2012-06-06,1.0552,-0.0758
2012-06-07,2012-06-07,1.0567,0.1422
2012-06-08,2012-06-08,1.0571,0.0379
2012-06-11,2012-06-11,1.0741,1.6082
2012-06-12,2012-06-12,1.0744,0.0279
2012-06-13,2012-06-13,1.0899,1.4427
2012-06-14,2012-06-14,1.0895,-0.0367
2012-06-15,2012-06-15,1.0865,-0.2754
2012-06-18,2012-06-18,1.0923,0.5338
2012-06-19,2012-06-19,1.0919,-0.0366
2012-06-20,2012-06-20,1.0908,-0.1007
2012-06-21,2012-06-21,1.0789,-1.0909
2012-06-25,2012-06-25,1.0639,-1.3903
2012-06-26,2012-06-26,1.0696,0.5358
2012-06-27,2012-06-27,1.0732,0.3366
2012-06-28,2012-06-28,1.0695,-0.3448
2012-06-29,2012-06-29,1.081,1.0753
2012-06-30,2012-06-30,1.0809,-0.0093
2012-07-02,2012-07-02,1.0892,0.7679
2012-07-03,2012-07-03,1.0928,0.3305
2012-07-04,2012-07-04,1.0859,-0.6314
2012-07-05,2012-07-05,1.0733,-1.1603
2012-07-06,2012-07-06,1.0889,1.4535
2012-07-09,2012-07-09,1.0805,-0.7714
2012-07-10,2012-07-10,1.0683,-1.1291
2012-07-11,2012-07-11,1.0769,0.805
2012-07-12,2012-07-12,1.0877,1.0029
2012-07-13,2012-07-13,1.0889,0.1103
2012-07-16,2012-07-16,1.0652,-2.1765
2012-07-17,2012-07-17,1.0695,0.4037
2012-07-18,2012-07-18,1.0714,0.1777
2012-07-19,2012-07-19,1.0759,0.42
2012-07-20,2012-07-20,1.0716,-0.3997
2012-07-23,2012-07-23,1.0642,-0.6906
2012-07-24,2012-07-24,1.0692,0.4698
2012-07-25,2012-07-25,1.0624,-0.636
2012-07-26,2012-07-26,1.0575,-0.4612
2012-07-27,2012-07-27,1.0499,-0.7187
2012-07-30,2012-07-30,1.0395,-0.9906
2012-07-31,2012-07-31,1.0393,-0.0192
2012-08-01,2012-08-01,1.0515,1.1739
2012-08-02,2012-08-02,1.0494,-0.1997
2012-08-03,2012-08-03,1.0575,0.7719
2012-08-06,2012-08-06,1.0718,1.3522
2012-08-07,2012-08-07,1.0726,0.0746
2012-08-08,2012-08-08,1.0684,-0.3916
2012-08-09,2012-08-09,1.0769,0.7956
2012-08-10,2012-08-10,1.073,-0.3622
2012-08-13,2012-08-13,1.0536,-1.808
2012-08-14,2012-08-14,1.0533,-0.0285
2012-08-15,2012-08-15,1.0479,-0.5127
2012-08-16,2012-08-16,1.0431,-0.4581
2012-08-17,2012-08-17,1.0349,-0.7861
2012-08-20,2012-08-20,1.035,0.0097
2012-08-21,2012-08-21,1.0446,0.9275
2012-08-22,2012-08-22,1.0401,-0.4308
2012-08-23,2012-08-23,1.0413,0.1154
2012-08-24,2012-08-24,1.0321,-0.8835
2012-08-27,2012-08-27,1.0204,-1.1336
2012-08-28,2012-08-28,1.0228,0.2352
2012-08-29,2012-08-29,1.0204,-0.2346
2012-08-30,2012-08-30,1.0122,-0.8036
2012-08-31,2012-08-31,1.0125,0.0296
2012-09-03,2012-09-03,1.0285,1.5802
2012-09-04,2012-09-04,1.0252,-0.3209
2012-09-05,2012-09-05,1.0299,0.4584
2012-09-06,2012-09-06,1.0344,0.4369
2012-09-07,2012-09-07,1.0525,1.7498
2012-09-10,2012-09-10,1.0574,0.4656
2012-09-11,2012-09-11,1.0557,-0.1608
2012-09-12,2012-09-12,1.0552,-0.0474
2012-09-13,2012-09-13,1.0495,-0.5402
2012-09-14,2012-09-14,1.0438,-0.5431
2012-09-17,2012-09-17,1.0229,-2.0023
2012-09-18,2012-09-18,1.0214,-0.1466
2012-09-19,2012-09-19,1.0278,0.6266
2012-09-20,2012-09-20,1.0142,-1.3232
2012-09-21,2012-09-21,1.0066,-0.7494
2012-09-24,2012-09-24,1.0108,0.4172
2012-09-25,2012-09-25,1.0117,0.089
2012-09-26,2012-09-26,0.9982,-1.3344
2012-09-27,2012-09-27,1.0171,1.8934
2012-09-28,2012-09-28,1.0303,1.2978
2012-09-30,2012-09-30,1.0302,-0.0097
2012-10-08,2012-10-08,1.024,-0.6018
2012-10-09,2012-10-09,1.0403,1.5918
2012-10-10,2012-10-10,1.0429,0.2499
2012-10-11,2012-10-11,1.0351,-0.7479
2012-10-12,2012-10-12,1.0335,-0.1546
2012-10-15,2012-10-15,1.0308,-0.2612
2012-10-16,2012-10-16,1.0321,0.1261
2012-10-17,2012-10-17,1.0316,-0.0484
2012-10-18,2012-10-18,1.0429,1.0954
2012-10-19,2012-10-19,1.0406,-0.2205
2012-10-22,2012-10-22,1.0484,0.7496
2012-10-23,2012-10-23,1.0345,-1.3258
2012-10-24,2012-10-24,1.0231,-1.102
2012-10-25,2012-10-25,1.0101,-1.2706
2012-10-26,2012-10-26,1.0055,-0.4554
2012-10-29,2012-10-29,1.0071,0.1591
2012-10-30,2012-10-30,1.0054,-0.1688
2012-10-31,2012-10-31,1.0094,0.3979
2012-11-01,2012-11-01,1.0209,1.1393
2012-11-02,2012-11-02,1.0235,0.2547
2012-11-05,2012-11-05,1.0244,0.0879
2012-11-06,2012-11-06,1.0258,0.1367
2012-11-07,2012-11-07,1.0204,-0.5264
2012-11-08,2012-11-08,1.0084,-1.176
2012-11-09,2012-11-09,1.0047,-0.3669
2012-11-12,2012-11-12,1.0085,0.3782
2012-11-13,2012-11-13,0.9981,-1.0312
